company_name,job_role,job_location,salary_pa,skills,company_rating,standardized_job_role
Comprinno Technologies Pvt. Ltd.,Red Hat Linux Support Internship,India,96000.0,"Azure, Operating systems, Google Cloud Platform, Windows, AWS",,UX Designer
Qualcomm,"IT Engineer, Senior (LSF, EDA, Linux)",Bengaluru,1000000.0,"Authentication, TCP, Customer service, Enterprise Software, Technical support",3.9,UX Designer
"Intercontinental Exchange Holdings, Inc.",Enterprise UX Technical Writer,Hyderābād,600000.0,"Enterprise Software, English, UX, Content management",3.4,UX Designer
Google,"UX Researcher, Google One and Google Photos",Bengaluru,0.0,"Image processing, Research, Usability, UX, User research",4.3,UX Designer
Google,"UX Researcher, Search",Bengaluru,0.0,"Research, Usability, UX, User research, Business requirements",4.3,UX Designer
Phygital Insights,UX Technical Writer,Coimbatore,550000.0,"Quality management, Research, UX, Technical writing, User research",4.9,UX Designer
Angel broking,UX writer,India,0.0,"Mobile applications, Research, Machine learning, Financial concepts, Adobe XD",4.4,UX Designer
Avalara,UX Writer,Pune,750000.0,"Wiki systems, Enterprise Software, Writing skills, UX, APIs",3.5,UX Designer
Rubrik Job Board,UX Writer,Bengaluru,550000.0,"English, Machine learning, Technical writing, Communication skills",3.7,UX Designer
TriNet,Senior UX Writer,Hyderābād,0.0,"Jira, Writing skills, English, Figma",3.6,UX Designer
Resulticks,UI/UX designers,Chennai,600000.0,"Adobe Photoshop, Adobe Illustrator, .NET, Java, Linux",4.2,UX Designer
Walrus Solutions,UX/UI Designer,India,0.0,"Web design, Adobe Photoshop, Fireworks, Bootstrap, Responsive web design",5.0,UX Designer
Intelecorp Software Pvt Ltd,UI/UX Designer & Developer,India,250000.0,"CSS, Adobe XD, UX, UI, Figma",,UX Designer
Training inCorporate Consultants Pvt Ltd,UX/UI Designer,Remote,348000.0,"CSS, React, Visual design, JavaScript, UX",,UX Designer
Tventurer Pvt Ltd (Team-91.com),UI/UX Designer (Remote),Remote,850000.0,"Web design, CSS, Web development, Responsive web design, Adobe Creative Suite",,UX Designer
Cyrino LLC,UX Designer,Remote,810000.0,"Microsoft Excel, CSS, UXPin, Research, Microsoft Office",,UX Designer
TRADE INDIA RESEARCH,UX/UI Designer,Remote,294000.0,"Adobe XD, UX, Sketch, User research, Figma",,UX Designer
DronaHQ,UI/UX Designer,Remote,0.0,"Adobe Photoshop, Adobe Illustrator, Visual design, Wireframing, UX",3.3,UX Designer
Orange Mantra,Junior Associate UI UX,Gurgaon,4200000.0,"Graphic design, Usability, UX, UI",3.9,UX Designer
Atrina technologies,UI/UX Designer,India,240000.0,"English, Research, Responsive web design, UX, Design thinking",,UX Designer
Technocrats Horizons Compusoft Pvt. Ltd.,UI/UX Designer,Remote,240000.0,"Adobe Photoshop, Typography, CSS, Adobe Illustrator, Adobe Creative Suite",,UX Designer
pujavedika.com,UI/UX Designer,Remote,0.0,"Omniture, Adobe Creative Suite, Usability, Balsamiq, UX",,UX Designer
TVS Motor,UI/UX Designer,India,0.0,"iOS development, Customer service, iOS, Adobe Illustrator, Adobe XD",3.8,UX Designer
Weblink Solutions,UI/UX Designer,Hyderābād,550000.0,Graphic design,4.2,UX Designer
Teqlawn,Sr. UI/UX Designer,Remote,330000.0,"UX, Sketch, UI, Business requirements, Figma",,UX Designer
Pixelstat eSolutions Development,UI/UX Designer,Hyderābād,500000.0,,3.9,UX Designer
TAPADIA TECH,UI & UX Designer,Hyderābād,500000.0,"Adobe Photoshop, Typography, Bootstrap, Adobe Illustrator, UXPin",,UX Designer
Deloitte,BTA - GESTC - UI/UX Designer- Hyderabad,Hyderābād,800000.0,"UX, Agile, UI, Figma",4.0,UX Designer
Growth99,Website UI UX Designer,Remote,960000.0,"CSS, WordPress, Web development, English, Responsive web design",4.0,UX Designer
AB Media Co,UI/UX Intern,Remote,90000.0,"Adobe Photoshop, Typography, Microsoft Excel, Adobe Illustrator, Microsoft Office",,UX Designer
Sublime Data Systems Pvt Ltd,UI/UX Designer,Ahmedabad,480000.0,"Adobe Photoshop, Adobe Illustrator, UX, UI, Adobe InDesign",,UX Designer
Supercode,UI UX Design Intern,Cox Town,60000.0,"Adobe Photoshop, Graphic design, Visual design, UX, UI",,UX Designer
Advertiqo Global LLP,UI/UX Designer,Thiruvananthapuram,540000.0,"Web accessibility, CSS, Responsive web design, JavaScript, Adobe XD",,UX Designer
Orionwave Private limited,UI/UX Designer,Bengaluru,210000.0,"Adobe Photoshop, Adobe Illustrator, Graphic design, Digital marketing, Wireframing",,UX Designer
Clowise Business Solutions,UI / UX Designer,Mumbai,1200000.0,"React, UX, B2B, UI, AI",,UX Designer
Applligent Technologies,UX/UI Designer,Hyderābād,500000.0,,5.0,UX Designer
Codash Solutions,UI/UX Designer,Remote,1140000.0,"Adobe XD, UX, Sketch, UI, User research",,UX Designer
Eruvaka Technologies,UI/UX Designer,Hyderābād,700000.0,,4.5,UX Designer
Square Panda,UI/UX Designer,India,250000.0,"UX, Agile, Front-end development, UI, Figma",,UX Designer
Teqlawn,UI/UX Designer Intern,Remote,48000.0,"Adobe XD, UX, Sketch, Business requirements, Figma",,UX Designer
WovV Technologies,UX/UI Designer | Remote,Remote,330000.0,"CSS, Mobile applications, Research, Responsive web design, JavaScript",,UX Designer
Repsoft Consultancy Services,UI/UX Designer,Hyderābād,0.0,,3.7,UX Designer
Vadavision! Consultancy Inc.,Senior UI/UX Designer,Remote,630000.0,"CSS, JavaScript, UX, UI, Figma",,UX Designer
Developer Bazaar Technologies,Junior UI/UX Designer,Indore,0.0,"CSS, Adobe XD, UX, Sketch, UI",4.5,UX Designer
Teqflick,UI/UX Designer,India,138000.0,"Adobe Illustrator, Responsive web design, Graphic design, Visual design, UX",,UX Designer
Ceiyone Tech Works Private Limited,UX/UI Designer,Chennai,500000.0,"Adobe Photoshop, Adobe Illustrator, Graphic design, UX, UI",4.6,UX Designer
Trantor Software Pvt. Ltd,Graphic & UI Designer,Remote,1250000.0,"Adobe Photoshop, Microsoft Office, Graphic design, Agile, Figma",3.6,UX Designer
Elixir Web Solutions,UI/UX Designer,Remote,4320000.0,"Adobe Photoshop, Drupal, CSS, Bootstrap, WordPress",4.3,UX Designer
SociallyGood,UI/UX Designer,Bengaluru,650000.0,"Web design, Typography, UI",1.5,UX Designer
Supercode,UI/UX Designer,Bengaluru,350000.0,"Adobe Photoshop, Graphic design, Wireframing, Figma",,UX Designer
PeerXP,UI/UX Designer Intern,Bengaluru,0.0,"AJAX, React, Visual design, JavaScript, UX",5.0,UX Designer
MotionGility,UI/UX Designer,India,240000.0,"UX, Product demos",,UX Designer
HashStudioz Technologies Pvt Ltd,UI/UX Designer,Mohali,480000.0,,,UX Designer
Rad social networking pvt Ltd,UI/UX Designer,India,198000.0,"CSS, Responsive web design, Front-end development, User research, HTML",,UX Designer
Digitek Marketing,Graphic & UI/UX Designer,Remote,450000.0,"Adobe Photoshop, Adobe Illustrator, Adobe Creative Suite, Graphic design, Digital marketing",,UX Designer
Hobbyland Group,UI/UX Designer,India,0.0,"Adobe XD, UX, Project management software, Sketch, UI",,UX Designer
Maruti Suzuki India Ltd,AM/DM - UI\UX Designer (specially GUI),Gurgaon,850000.0,"Adobe Creative Suite, User research, Figma, Adobe After Effects, Communication skills",3.8,UX Designer
Capital Placement Services,Ui/UX Designer(wfh) in Mnc Company(5 Days) Gurgaon,Gurgaon,550000.0,"CSS, Bootstrap, Mobile applications, Continuous improvement, Wireframing",,UX Designer
Recode Solutions,Ux Designer,Chennai,500000.0,"Adobe XD, UX, Sketch, UI, Figma",3.8,UX Designer
G360 India,Freelance UI/UX Designer,Bengaluru,700000.0,"Adobe Photoshop, Typography, Adobe Illustrator, Graphic design, Adobe XD",3.7,UX Designer
Templatic,UI/UX Website Designer,Remote,0.0,"CSS, Bootstrap, WordPress, JavaScript, UX",3.5,UX Designer
Nexflare Dynamics Pvt Ltd,UI/UX Designer Intern,India,960000.0,"Typography, CSS, Responsive web design, Colour theory, JavaScript",,UX Designer
T7E,Junior UI/UX Designer – Creative & Passionate Designer with Figma Expertise,India,0.0,"Adobe Photoshop, CSS, Adobe Illustrator, Responsive web design, Graphic design",4.0,UX Designer
Encanto Technologies LLP,UI/UX Intern,India,180000.0,"Graphic design, UX, UI",,UX Designer
Scrumconnect Consultancy,Product UX designer,Bengaluru,1100000.0,"Figma, GIS",4.8,UX Designer
Twinsway Technology,UX Designer,Remote,0.0,"Adobe Photoshop, Mobile applications, Adobe Illustrator, Research, Adobe Creative Suite",3.9,UX Designer
Mayuri Ramdasi Hearing and Speech Solutions Pvt Ltd,UI/UX Designer,Remote,90000.0,"Wireframing, Adobe XD, UX, APIs, Sketch",,UX Designer
Re'equil India Private Limited,UI/UX Designer,Chandigarh,720000.0,"Adobe Photoshop, Adobe Illustrator, Graphic design, User research, CorelDraw",,UX Designer
BM Coder Technologies,UI/UX Fresher Trainee,Ahmedabad,120000.0,"Graphic design, Wireframing, UX, User research, Figma",3.4,UX Designer
Firminiq systems,UI/UX Designer,Cochin,600000.0,"Adobe Illustrator, UX, Sketch, UI, User research",4.3,UX Designer
Code Connex,UI/UX Designer,Hyderābād,500000.0,"Adobe Photoshop, Enterprise Software, Adobe Illustrator, Visual design, Sketch",2.5,UX Designer
Logicloop Ventures LLP,UI/UX Designer,India,4320000.0,"Web design, Adobe Creative Suite, Adobe XD, Usability, UX",3.7,UX Designer
Helius Technologies,UI/UX Designer,India,0.0,"Wireframing, UX, UI, Communication skills",4.2,UX Designer
Sublime Data Systems,UI UX Designer,Ahmedabad,450000.0,"Adobe Photoshop, Adobe Illustrator, UX, UI, Adobe InDesign",4.5,UX Designer
Zluri Technologies,UI/UX Design Intern,Bengaluru,0.0,"Typography, Microsoft Access, Adobe XD, Usability, Kaizen",4.2,UX Designer
Mitratech,UI/UX Designer,Hyderābād,750000.0,"Adobe Photoshop, CSS, Enterprise Software, Adobe Illustrator, Visual design",4.0,UX Designer
Swiss AllesHealth India Pvt Ltd,UI/UX Intern,Delhi,250000.0,"Mobile applications, Visual design, Product development, Wireframing, UX",,UX Designer
Fixail App,UI/UX Designer,Calicut,90000.0,"Malayalam, JavaScript, Usability, UX, UI",,UX Designer
EnrichAI,UI UX Designer - Internship,India,0.0,,4.8,UX Designer
vagarious solutions pvt.ltd,UI/UX Designer,Hyderābād,0.0,"Adobe Photoshop, Graphic design, Visual design, Analysis skills, UX",,UX Designer
Valentina Gems LLC,UI/UX Designer,India,500000.0,"CSS, Wireframing, Adobe XD, Sketch, User research",,UX Designer
Rainhopes,UI-UX Designer,Cochin,450000.0,"Adobe Creative Suite, Visual design, UX, Front-end development, UI",3.0,UX Designer
Technorex Infoways,UI/UX Designer (Remote),Ahmedabad,500000.0,"Spark, Adobe XD, UX, UI, Business requirements",2.0,UX Designer
GBIM Technologies Pvt.Ltd.,UI/UX Designer,Thāne,2400000.0,"Adobe Photoshop, Adobe Illustrator, Adobe XD, UX, UI",3.6,UX Designer
Capital Placement Services,Ui UX Designer For Mnc in Gurgaon Delhi Ncr India,Gurgaon,1100000.0,"Adobe Photoshop, CSS, Axure, Adobe Illustrator, UXPin",,UX Designer
GWC Technologies,UI/UX Designer,Bengaluru,420000.0,"Typography, CSS, UX, UI, User research",,UX Designer
Design Consultants Architects,UX/UI/Web Designer,Pune,350000.0,"Adobe Photoshop, Adobe Illustrator, Adobe XD, UX, CorelDraw",1.1,UX Designer
ProDyumIT Pvt Ltd,UI/UX Designer,India,0.0,"Adobe Photoshop, Adobe Illustrator, Adobe XD, UX, UI",,UX Designer
"Hottinger, Bruel & Kjaer",Product Designer (UX/UI) - 6 months contract,Chennai,800000.0,"Controlling experience, Programmable logic controllers, Adobe XD, UX, Sketch",3.9,UX Designer
Aarohiinfo FI Management,UI/UX Designer,Pune,600000.0,"Adobe Photoshop, Typography, CSS, Adobe Illustrator, Responsive web design",3.2,UX Designer
Confetti Design,UI/UX Designer,Noida,750000.0,"UX, User research, Figma, Communication skills",4.0,UX Designer
M Analytics Solutions,UI/UX Designer,Calicut,330000.0,"Visual design, Analysis skills, Wireframing, Front-end development, Communication skills",,UX Designer
Webtrix Solutions,UX Designer,India,850000.0,"CSS, Responsive web design, Adobe XD, UX, Scrum",,UX Designer
KEY IDEAS INFOTECH,UI/UX Design Intern,Remote,0.0,"Adobe Illustrator, UX, UI, User research, Figma",3.8,UX Designer
Eclature Technologies,UI/UX Designer,Hyderābād,600000.0,"CSS, Bootstrap, Visual design, UX, HTML",3.5,UX Designer
Sharp Brains Ltd,UI/UX Designer,India,0.0,"Web accessibility, CSS, Responsive web design, Adobe Creative Suite, JavaScript",,UX Designer
YAHWEH Software Solutions,UI/UX Designer Intern,Remote,30000.0,"Research, Responsive web design, Adobe XD, UX, Sketch",,UX Designer
Gurully Technologies LLP,UI & UX Designer,Ahmedabad,480000.0,"CSS, iOS, Visio, Adobe Creative Suite, SCSS",,UX Designer
Ethos Watches,Sr. UI/UX Designer,Gurgaon,0.0,"Visual design, UI",,UX Designer
Apple,E-Business UX Designer,Hyderābād,0.0,"Adobe Creative Suite, Graphic design, UX, Sketch, AI",4.1,UX Designer
Markytics Consulting Pvt Ltd,UI/UX Designer Intern,Pune,30000.0,"CSS, Adobe Creative Suite, Visual design, JavaScript, Sketch",,UX Designer
Mantra Labs,UI/UX Designer,Bengaluru,950000.0,"Adobe Photoshop, Adobe Illustrator, Adobe XD, Usability, Mentoring",3.6,UX Designer
Upsquare Technologies,UI/UX Designer,India,0.0,"Web design, Adobe Photoshop, Mobile applications, Adobe Illustrator, Colour theory",5.0,UX Designer
Kilowott,Junior UI/UX Designer (Goa),Panaji,120000.0,"Web design, Adobe Photoshop, Typography, CSS, Adobe Illustrator",,UX Designer
Array management,UI/UX Designer,Kota,4200000.0,"Adobe XD, UX, Sketch, UI, User research",4.0,UX Designer
VIRTUOSO APPS,UI/UX Designer,Hyderābād,500000.0,"Adobe Photoshop, CSS, Adobe Illustrator, Visual design, JavaScript",,UX Designer
Kalyan Business Solutions,UI/UX Designer,Dharmsāla,450000.0,"Typography, Visual design, UX, UI, Figma",,UX Designer
InfiDigit,UI/UX Designer,Mumbai,550000.0,"Web design, Adobe Illustrator, Microsoft Office, Visual design, UX",3.3,UX Designer
Appernity Technologies,UI/UX Designer,India,0.0,"Adobe Photoshop, Adobe Illustrator, Adobe XD, UX, UI",4.3,UX Designer
Sanchan Info,UX/UI Junior designer,Visakhapatnam,600000.0,"Adobe Photoshop, CSS, Bootstrap, Adobe Illustrator, Communication skills",4.0,UX Designer
PeerXP,UI/UX Designer FTE,Bengaluru,700000.0,"AJAX, React, Visual design, JavaScript, UX",5.0,UX Designer
Prometteur Solutions Pvt. Ltd.,UI/UX Trainee,Pune,600000.0,"Adobe Photoshop, Typography, Adobe Illustrator, Colour theory, Figma",4.3,UX Designer
Cube InfoTech,UI/UX Designer,Mohali,660000.0,"Adobe Photoshop, Adobe Illustrator, UX, UI, Figma",,UX Designer
SciSpace,Product Designer (UI/UX),Bengaluru,700000.0,"Adobe Photoshop, Adobe Illustrator, Responsive web design, Wireframing, Sketch",4.4,UX Designer
Alphacyrix Technologies LLP,UI/UX Designer,India,0.0,,,UX Designer
Zartek Technologies,UI/UX Designer Intern,Cochin,648000.0,"UX, UI",4.3,UX Designer
Reinvision,UI/UX Designer,Hyderābād,0.0,"UX, UI, User research",4.7,UX Designer
Tech Q Ware,UI/UX Designer,Noida,450000.0,"Sketch, Figma",,UX Designer
Vocso Technologies,UI/UX Designer,Farīdābād,800000.0,,4.2,UX Designer
ManekTech,UI/UX Designer,Ahmedabad,500000.0,,3.5,UX Designer
Boston Consulting Group,User Experience (UX) COE Lead - Senior Director,Gurgaon,800000.0,"Spark, Research, UX, Agile, Design thinking",4.3,UX Designer
Pixelvide,UI/UX Designer,India,350000.0,"Adobe Photoshop, CSS, Bootstrap, Adobe Illustrator, JavaScript",,UX Designer
Fictivebox Digital,UI/UX Designer,India,0.0,"Typography, CSS, Responsive web design, Wireframing, Adobe XD",4.5,UX Designer
Crebos Online Solutions Pvt,UI/UX Designer Contract,Remote,0.0,"Adobe Photoshop, Illustration, CSS, Mobile applications, Adobe Illustrator",4.6,UX Designer
SMARTHMS & Solutions Pvt Ltd,UI/UX Designer,India,650000.0,"Adobe Photoshop, CSS, Software troubleshooting, Bootstrap, Social media management",5.0,UX Designer
CloudNow Technologies,UI/UX Designer,Chennai,2400000.0,"Adobe Photoshop, CSS, Adobe Illustrator, UXPin, Adobe Creative Suite",4.0,UX Designer
Devolv Studio,Senior UI/UX Designer,Remote,0.0,"Adobe Photoshop, Adobe XD, Sketch",,UX Designer
Prezent.ai,UX/UI designer (India),Remote,0.0,"Typography, Adobe Creative Suite, Colour theory, Visual design, Machine learning",4.7,UX Designer
NanoCare Health Services Private Limited,UI/UX Designer,Hyderābād,240000.0,"Adobe Photoshop, Social media marketing, Adobe Illustrator, Graphic design, Visual design",,UX Designer
Helius Technologies,UI/UX Web/App Designer,India,0.0,"CSS, Graphic design, Visual design, Sketch, Figma",4.2,UX Designer
8 Views,UI/UX Designer,India,450000.0,"Adobe Photoshop, Graphic design, Visual design, Analysis skills, UX",4.2,UX Designer
Acelucid Technologies,UI/UX Designer Intern,India,0.0,"Typography, Visual design",4.9,UX Designer
DezainaHub,UI/UX & Graphic Designer Intern,Remote,30000.0,"Adobe Photoshop, Adobe Illustrator, Adobe InDesign, Figma",,UX Designer
Injala,UI/UX Designer,Remote,0.0,"Adobe Photoshop, CSS, Enterprise Software, Adobe Illustrator, Research",2.3,UX Designer
Arccus Inc,UI/UX Designer,Rājkot,3600000.0,"Typography, Mobile applications, Graphic design, Visual design, Wireframing",5.0,UX Designer
Photon,UX/UI Designer - UX/UI,Bengaluru,500000.0,"Typography, Mobile applications, Research, Visual design, Usability",4.0,UX Designer
VOCSO Technologies Pvt Ltd,UI/UX Designer,Farīdābād,780000.0,"Adobe Photoshop, Adobe Illustrator, Adobe XD, UX, Sketch",4.2,UX Designer
"GUVI Geek Networks, IITM Research Park",UI/UX Mentor,Remote,1920500.0,"Adobe Photoshop, Adobe Illustrator, English, Tamil, Visual design",,UX Designer
OriginUX Studio,Asst. UI UX Designer,Bengaluru,800000.0,"Analysis skills, Adobe XD, Sketch, Figma, Communication skills",4.0,UX Designer
Think & Feel Design Studio,UI/UX Designer,India,180000.0,"Web design, UX, Figma",,UX Designer
SIGMOID,UI/UX Designer,Bengaluru,650000.0,"Relational databases, QlikView, Tableau, Adobe Creative Suite, SQL",4.0,UX Designer
ClassHose India Pvt. Ltd.,UX/UI Designer,Haryāna,3600000.0,"CSS, Mobile applications, Adobe XD, Usability, UX",5.0,UX Designer
TotHR Solutions,UI/UX Designer,Cochin,3000000.0,"CSS, Java, JavaScript, Adobe XD, UX",5.0,UX Designer
Helius Technologies,Product Designer (UI/UX),India,0.0,"Typography, English, Research, Colour theory, Visual design",4.2,UX Designer
DigiByte Technologies Private Limited,UI/UX Designer,India,600000.0,"Branding, CSS, Adobe Creative Suite, JavaScript, Wireframing",,UX Designer
Anteelo,UI/UX Designer / Sr. UI/UX Designer,Delhi,350000.0,"Adobe Photoshop, Colour theory, Visual design",2.8,UX Designer
Skytouch Infotech,UI/UX Designer,Surat,150000.0,,,UX Designer
WebRence,UI UX Designer,India,0.0,"Adobe Photoshop, CSS, Axure, Adobe Illustrator, UX",,UX Designer
MMStartup,UX/UI Designer,Chennai,600000.0,"Adobe Creative Suite, Graphic design, Usability, UX, Agile",,UX Designer
Mitsogo,UI/UX Designer (1-3 Years),Chennai,750000.0,"Team management, UX, UI, User research, Figma",3.6,UX Designer
The Night Marketer,Graphic Designer & UI/UX Intern,Remote,126000.0,"Graphic design, Adobe XD, Sketch, User research, Figma",,UX Designer
Saffo Solution Technology,UI / UX Designer,Bengaluru,700000.0,"Research, Figma, Communication skills",4.2,UX Designer
Pixel Digital Marketing,UI/UX Designer,Remote,120000.0,"Web accessibility, CSS, Mobile applications, Graphic design, Adobe XD",,UX Designer
BEIING,UI/UX Designer,India,650000.0,"Adobe XD, UX, UI",3.7,UX Designer
Solvix Skill Development,Junior UX Designer,Sangāreddi,500000.0,"CSS, UXPin, Adobe XD, UX, Sketch",,UX Designer
Techasoft,UI/UX Design and Development,Bengaluru,750000.0,"Adobe Photoshop, CSS, Bootstrap, Visual design, JavaScript",4.5,UX Designer
Reddensoft Infotech Pvt Ltd,UI/UX Designer,Calcutta,420000.0,"Web design, Adobe Photoshop, Adobe Illustrator, English, UX",,UX Designer
Sunday Tech,UX/UI Designer,Navi Mumbai,450000.0,,3.7,UX Designer
MyWays,UI/UX Designer,Mumbai,0.0,"UX, Figma",,UX Designer
Zigbill Software Solutions Pvt Ltd,UX Designer,Thiruvananthapuram,2160000.0,"CSS, Mobile applications, .NET, JavaScript, UX",4.6,UX Designer
Pratra Travel Technologies Pvt Ltd,UI/ UX Lead,India,950000.0,"Responsive web design, Adobe XD, Usability, UX, Sketch",,UX Designer
iPerformance,UX UI Designer,Remote,0.0,"Adobe Photoshop, CSS, Adobe Illustrator, JavaScript, Usability",2.4,UX Designer
Coretus Technologies,UI/UX Designer,Rājkot,600000.0,"Web design, Graphic design, Wireframing",4.2,UX Designer
Noviindus Technologies,UI/UX Designer,Calicut,0.0,"CSS, JavaScript, UX, UI, User research",,UX Designer
True Data Software,UI-UX Designer,Pune,600000.0,"Adobe Photoshop, Internet of things, Adobe Illustrator, Adobe XD, Usability",4.5,UX Designer
Indra Institute of Education,Immediate Opening for UI & UX Trainer @ IIE,India,258000.0,"Presentation skills, Wireframing, Adobe XD, UX, Sketch",,UX Designer
Sirsonite Solutions,UI/UX Designer,India,0.0,"Adobe Illustrator, Graphic design, Visual design, Adobe XD, UX",3.9,UX Designer
Violtech IT Solutions Private Limited,UI/UX Designer Intern,Remote,0.0,"Adobe Photoshop, CSS, Adobe Illustrator, Colour theory, Graphic design",4.0,UX Designer
AddWeb Solution,UI | UX Designer [Fresher],Ahmedabad,1800000.0,"Adobe Photoshop, Adobe Illustrator, Git, Adobe XD, UX",4.4,UX Designer
E Software Solution,UI/UX Designer,Yamunānagar,414000.0,"Typography, Mobile applications, Colour theory, Usability, UX",,UX Designer
Vyapar.in,UIUX Designer,Bengaluru,600000.0,"Adobe Photoshop, Adobe Illustrator, Adobe XD, UX, UI",3.9,UX Designer
Capital Numbers Infotech,UI/UX Designer,Remote,0.0,"Adobe Photoshop, CSS, Adobe Illustrator, JavaScript, Wireframing",4.5,UX Designer
BSM Training Private Limited,UI/UX Designer,Remote,192000.0,"Adobe Photoshop, Adobe Illustrator, UX, UI, Figma",3.0,UX Designer
Greenstitch Technology Pvt Ltd,UX Designer,Bengaluru,0.0,"CSS, Enterprise Software, Responsive web design, Graphic design, JavaScript",,UX Designer
Roadcast Tech. Solutions Pvt. Ltd.,UI/UX Designer,Delhi,4800000.0,"Computer science, CSS, Graphic design, JavaScript, Adobe XD",4.0,UX Designer
Contus,UI/UX Designer,Chennai,550000.0,"Web design, Adobe XD, UX, UI, User research",4.1,UX Designer
EverExpanse,UI/UX Designer,India,0.0,"Adobe Photoshop, CSS, Mobile applications, Adobe Illustrator, Adobe Creative Suite",4.6,UX Designer
ZestBrains Private Limited,Opportunity for UI/UX Designers!,India,250000.0,"Adobe Photoshop, Adobe Illustrator, Adobe XD, Usability, UX",,UX Designer
SISL Infotech,UI/UX Designer(0 to less than 2 years relevant experience),India,0.0,UI,4.1,UX Designer
Excrin Think Labs,UI/UX Designer,India,0.0,"Adobe Photoshop, Adobe Illustrator, UX, UI, Communication skills",4.1,UX Designer
NNC Infotech (P) Limited,UI/UX Designer,India,540000.0,"Adobe Photoshop, CSS, JavaScript, Figma, HTML",,UX Designer
HiringGo,UI/UX Designer,Gurgaon,600000.0,"Web design, Adobe Photoshop, Web development, Adobe Illustrator, Responsive web design",,UX Designer
Squareboat,UI/UX Designer,Gurgaon,750000.0,"Web design, Adobe Photoshop, Typography, Adobe Illustrator, Colour theory",3.1,UX Designer
Intelcode India,UI/UX & Graphic Designer,India,360000.0,"Microsoft Powerpoint, Adobe Photoshop, CSS, Adobe Illustrator, Adobe Creative Suite",,UX Designer
Metafic,Senior UI UX Designer,Remote,0.0,"Adobe Photoshop, Adobe Creative Suite, Visual design, UX, Sketch",3.9,UX Designer
Ellicium,UI/UX Designer Intern,Pune,0.0,"Big data, UX, UI",3.7,UX Designer
Think 360 Solutions Pvt Ltd,UI/UX Designer,Mohali,450000.0,"Adobe Photoshop, CSS, Adobe Illustrator, Responsive web design, Visual design",4.1,UX Designer
Pi,UX/UI Design Intern,India,1440000.0,"JavaScript, UX, UI, Investment banking",3.5,UX Designer
RAPIDD Technologies,UI/UX Designers,Bengaluru,750000.0,"Adobe Photoshop, Axure, Adobe Illustrator, Visual design, Sketch",3.5,UX Designer
Chabez Tech,Salesforce UX/UI Designer - Remote,Bengaluru,700000.0,"CSS, Enterprise Software, Salesforce, UX, Agile",4.6,UX Designer
MindTickle,UX Designer,Pune,750000.0,"Adobe Photoshop, Typography, CSS, Mobile applications, Qualtrics",3.2,UX Designer
Nexevo Technologies,UI UX Designer,Bengaluru,1800000.0,"Adobe Illustrator, Adobe InDesign",4.9,UX Designer
ANOSH SOFTWARES,UI/UX Designer,Mumbai,300000.0,"CSS, JavaScript, UX, Front-end development, UI",,UX Designer
Fin Infocom,Ui & Ux Designer,Hyderābād,600000.0,"Adobe Photoshop, AJAX, CSS, Bootstrap, Adobe Illustrator",3.7,UX Designer
Brixcode Technologies,UI/UX Designer,India,0.0,,,UX Designer
CODEBRUCKE,UI/UX Designer,Calicut,330000.0,"CSS, React, JavaScript, UX, User research",,UX Designer
Prismetric Technologies,Urgently Required: UI/UX Designer with 1-2 years of experience,Gāndhīnagar,198000.0,"Adobe Photoshop, Business intelligence, CSS, Mobile applications, iOS",,UX Designer
Vincentius Technology India (P) Ltd,UI/UX Designer Intern,India,72000.0,"Adobe Photoshop, Adobe Illustrator, English, UX, UI",,UX Designer
Aabasoft,INTERNSHIP - UI UX DESIGNER,Cochin,0.0,"Adobe XD, Sketch, Figma, Communication skills",4.6,UX Designer
Quantazone,UI/UX Designer,Indore,3600000.0,"Data analytics, User research, Communication skills",4.0,UX Designer
Medprime Technologies Pvt Ltd,UI/UX Designer,India,600000.0,"Adobe Photoshop, Adobe Illustrator, Responsive web design, Adobe Creative Suite, Graphic design",4.8,UX Designer
Arbaan,UI/UX Designer,Chennai,500000.0,Typography,4.0,UX Designer
Majulah Infotech,UI/UX DESIGNER,India,0.0,"Typography, Adobe Creative Suite, Colour theory, Adobe XD, UX",4.3,UX Designer
Jobiva International,UI/UX Designer,Bengaluru,900000.0,"CSS, Adobe Creative Suite, JavaScript, UX, Sketch",,UX Designer
Scry Analytics,UI/UX Designer,Pune,700000.0,"AutoCAD, Adobe XD, UX, Agile, User research",4.3,UX Designer
Electrovese Solutions Pvt Ltd.,UI/UX Designer Intern,Chandigarh,504000.0,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Graphic design, Adobe XD",4.5,UX Designer
F22Labs,UI/UX Designer,Chennai,500000.0,Sketch,4.1,UX Designer
dot angle,UI/UX Designer,India,180000.0,"Adobe Photoshop, Adobe Illustrator, Responsive web design, Visual design, Adobe XD",,UX Designer
IFAS Group of Companies,UI/UX Designer,India,270000.0,"Research, Adobe XD, UX, Sketch, UI",,UX Designer
Tecroot3 Technologies,Graphic Designer UI/UX Designer,India,660000.0,"Adobe Photoshop, Adobe Illustrator, Adobe Creative Suite, Graphic design, UX",,UX Designer
GoodWorkLabs,UX UI Designers,Bengaluru,600000.0,"Adobe Photoshop, WordPress, Adobe Illustrator, Embedded software, UX",4.2,UX Designer
