company_name,job_role,job_location,salary_lpa,skills,company_rating,standardized_job_role
Qualifyde,Security Engineer,Hyderābād,7.0,"Customer service, Information security, IDS, LDAP, SIEM",0.0,Cybersecurity Specialist
Xerox,"Security Engineer, Offensive Security",India,5.285714285714286,"Penetration testing, Internet of things, Software development, Communication skills",3.3,Cybersecurity Specialist
SISL Infotech,Information Security Engineer(0 to less than 2 years relevant experience),India,12.423076923076923,Information security,4.1,Cybersecurity Specialist
Kone,Security Engineer,Chennai,12.038461538461538,"Authentication, SSO, Software deployment, Java, Analysis skills",4.0,Cybersecurity Specialist
Conneqtion Group,Security Engineer,Bengaluru,7.0,"PCI, Encryption, Firewall",4.4,Cybersecurity Specialist
Apple,"Security Engineer, Retail Engineering",Hyderābād,12.423076923076923,"Go, Cloud architecture, Mobile applications, Information security, Java",4.1,Cybersecurity Specialist
greenclover,Cyber security Engineer- OT(Energy),Remote,2.1,"Oil & gas, Firewall, IDS, DNS, Cybersecurity",0.0,Cybersecurity Specialist
Beagle Security,Cyber Security Engineer,Kerala,5.833333333333333,Time management,5.0,Cybersecurity Specialist
CIPL,Security Engineer,Delhi,4.0,"Load balancing, Information security, Firewall, Computer networking, Network engineering",0.0,Cybersecurity Specialist
Kroll,Security Engineer I,Mumbai,4.5,"Power BI, Microsoft Outlook, English, Information security, Analysis skills",3.5,Cybersecurity Specialist
Mastercard,Digital Solutions - Information Security Engineer,Pune,5.0,"Authentication, PCI, Disaster recovery, Information security, Business requirements",4.2,Cybersecurity Specialist
Sureworks Infotech Pvt Ltd,Security Engineer,Mumbai,6.5,,3.6,Cybersecurity Specialist
Saaki Argus & Averil Consulting,Cyber Security Engineer,India,18.7,"Encryption, Cybersecurity",3.4,Cybersecurity Specialist
Rhinexa-IT Solutions & Services,Cyber Security Engineer,Hyderābād,8.117560975609756,"TCP, ITIL, IDS, SIEM, TCP/IP",0.0,Cybersecurity Specialist
Altered Security,Security Engineer,Bhopal,6.0,"Windows, Information security, Active Directory",3.9,Cybersecurity Specialist
Fortinet,Product Security Engineer - 3,Bengaluru,42.0,"Encryption, C, Scripting, Network security",3.8,Cybersecurity Specialist
BlueBox Infosoft pvt. Ltd.,Security Engineer,India,42.0,"Penetration testing, Azure, Encryption, Information security, Firewall",3.7,Cybersecurity Specialist
Barclays,Security Engineer,Pune,8.0,"TensorFlow, Big data, AWS, Machine learning, Cybersecurity",3.9,Cybersecurity Specialist
"Rezilyens, LLC",Infrastructure Security Engineer,Coimbatore,6.0,"System administration, Windows",4.7,Cybersecurity Specialist
Techsa Services,Security Engineer,Mumbai,5.5,"Operating systems, Communication skills",4.9,Cybersecurity Specialist
Accenture,Security Engineer,Hyderābād,12.37037037037037,"Enterprise Software, IDS, SIEM, Network security",3.8,Cybersecurity Specialist
Tata Elxsi,Cyber Security Engineer RFH/03647,Bengaluru,4.5,"NIST standards, ISO 27001, Cybersecurity, Communication skills",3.9,Cybersecurity Specialist
Ameriprise India,Information Security Engineer,Andhra Pradesh,12.37037037037037,"Ansible, Information security, RBAC, AWS, Terraform",3.8,Cybersecurity Specialist
Tata Elxsi,Cyber Security Engineer,Bengaluru,7.3,"NIST standards, ISO 27001, Cybersecurity, Communication skills",3.9,Cybersecurity Specialist
Airowire Network Pvt Ltd,Senior Security Engineer,India,8.0,"Azure, Operating systems, Windows, Information security, NIST standards",0.0,Cybersecurity Specialist
HITACHI ENERGY TECHNOLOGY SERVICES PRIVATE LIMITED,Cyber Security Engineer - Risk Assessment,Chennai,5.0,"Microsoft Word, Microsoft Excel, Encryption, Visio, English",4.1,Cybersecurity Specialist
Venator,Cyber Security Engineer,Gurgaon,70.0,"SSO, Cloud infrastructure, Azure, Google Cloud Platform, Information security",3.4,Cybersecurity Specialist
Amgen,Associate IS Security Engineer,Hyderābād,7.0,"COBIT, Incident management, PCI, IT auditing, Public speaking",4.1,Cybersecurity Specialist
groww,Product Security Engineer - II,Bengaluru,6.0,"iOS, Communication skills",4.6,Cybersecurity Specialist
Jewel pro tech,Cyber Security Engineer,Gujarat,12.37037037037037,"Research, Analysis skills, Cybersecurity",3.8,Cybersecurity Specialist
Barracuda Networks Inc.,Information Security Engineer,India,6.625,"Cloud infrastructure, Azure, Information security, AWS, Communication skills",3.5,Cybersecurity Specialist
Techsocium Technologies Pvt Ltd,Information Security Engineer,India,12.5,"Azure, Encryption, Information security, Firewall, AWS",0.0,Cybersecurity Specialist
Baker Hughes,Data & Security Engineer,Mumbai,7.3,"Cloud infrastructure, Big data, Information security, Java, SQL",3.9,Cybersecurity Specialist
EMVEE Information Technologies,EMVEE210502 Security Engineers (Developers - Architects),India,6.0,"Splunk, Sailpoint",4.7,Cybersecurity Specialist
"Fanatics, Inc.",Staff Security Engineer,Hyderābād,4.5,"Security analysis, Analysis skills, Splunk, Scripting, APIs",3.3,Cybersecurity Specialist
Hashicorp,Product Security Engineer,India,10.875,"CI/CD, Cloud infrastructure, Azure, Go, Encryption",3.7,Cybersecurity Specialist
