company_name,job_role,job_location,salary_lpa,skills,company_rating,standardized_job_role
UMENIT SOLUTIONS LLP,Cloud Infra,Remote,12.0,"CI/CD, Cloud infrastructure, Azure, Cloud architecture, Kubernetes",0.0,Cloud Engineer
Indian Political Action Committee (I-PAC),Cloud Engineer,Hyderābād,6.15,"Cloud architecture, Node.js, NoSQL, MongoDB, SQL",2.9,Cloud Engineer
Apple,Cloud Solutions Engineer,Bengaluru,9.299130434782608,"CI/CD, Cloud infrastructure, Kubernetes, Ansible, DevOps",4.1,Cloud Engineer
Nagarro,"Associate Staff Engineer, Cloud",Remote,11.429259259259261,,3.9,Cloud Engineer
Helius Technologies,Cloud Engineer,India,19.756000000000004,"Windows, AWS, S3, Solution architecture, VPN",4.2,Cloud Engineer
Cloud 9 Infosystems,Jr Cloud Operations Engineer,India,5.333333333333333,"Cloud infrastructure, Azure, AWS, Analysis skills, Communication skills",4.6,Cloud Engineer
Brillium Tech Solutions,AWS Cloud Engineer,India,3.6,"CI/CD, Cloud infrastructure, Oracle, AWS, Continuous integration",0.0,Cloud Engineer
ANZ Banking Group,AWS Cloud Engineer,Bengaluru,11.429259259259261,"CI/CD, Go, System design, Git, Google Cloud Platform",3.9,Cloud Engineer
Nagarro,"Staff Engineer, Cloud",Remote,11.429259259259261,,3.9,Cloud Engineer
Barclays,Cloud DevOps Engineer,Pune,7.0,"Azure, DevOps, Git, Java, AWS",3.9,Cloud Engineer
KLX Cloud IT,Cloud DevOps Engineers,Remote,8.748025247524753,"Azure, Kubernetes, DevOps, PaaS, AWS",0.0,Cloud Engineer
REIZEND PRIVATE LIMITED,Cloud/DevOps Engineer (Experienced),India,20.5,"CI/CD, Cloud infrastructure, Kubernetes, Software deployment, DevOps",3.6,Cloud Engineer
OMFYS Technologies India Pvt Ltd,Cloud Engineer,India,5.0,"CI/CD, Azure, Oracle, PaaS, AWS",3.2,Cloud Engineer
Innominds Software,Cloud DevOps Engineer,Hyderābād,6.5,"Azure, Oracle, Go, Kubernetes, Ansible",3.9,Cloud Engineer
Renous Consulting,AWS Cloud Engineer,Bengaluru,7.2,"CI/CD, Node.js, Salesforce, ERP systems, Warehouse management system",0.0,Cloud Engineer
Nagarro,"Associate Principal Engineer, Cloud",Remote,11.429259259259261,"Azure, Cloud architecture, Google Cloud Platform, AWS, Cloud development",3.9,Cloud Engineer
Infor,Cloud System Engineer,Hyderābād,5.5,"CI/CD, Elasticsearch, NoSQL, Git, Java",4.0,Cloud Engineer
Akra Tech,Aws Cloud Administrator,Remote,9.299130434782608,"Cloud infrastructure, Kubernetes, DevOps, Encryption, AWS",4.1,Cloud Engineer
CIS,Trainee AWS Engineer,Indore,7.558181818181819,"Cloud infrastructure, Software troubleshooting, Encryption, AWS, Analysis skills",4.3,Cloud Engineer
Accenture,Cloud Platform Engineer,Hyderābād,16.90029411764706,"Cloud infrastructure, Azure, Software troubleshooting, Kubernetes, Ansible",3.8,Cloud Engineer
Basware,"Junior Associate Cloud Operations Engineer, PDF Mapping",Chandigarh,12.577608695652176,"Jira, XML, English, Windows, Microsoft Office",4.0,Cloud Engineer
HIRINGNINJA,AWS Cloud Engineer,Pune,17.5,"Cloud architecture, AWS, Cloud development, Terraform, Communication skills",4.1,Cloud Engineer
KPI Partners,Cloud Engineer,Hyderābād,11.944444444444445,"CI/CD, Cloud infrastructure, Azure, DevOps, Terraform",3.7,Cloud Engineer
Umbrella Infocare,AWS Cloud DevOps Engineer,Remote,11.429259259259261,"Elasticsearch, Internet of things, Kubernetes, Ansible, Software deployment",3.9,Cloud Engineer
Tivona Global Technologies,Cloud Engineer,Chennai,5.333333333333333,"Cloud infrastructure, System administration, Azure, Operating systems, Kubernetes",4.6,Cloud Engineer
Gainwell Technologies LLC,AWS Cloud Engineer,Bengaluru,6.0,"Microsoft Windows Server, Computer science, Azure, Ansible, Relational databases",3.1,Cloud Engineer
